n417921,Q8R1B4,0.030826591626332677
n415906,Q91Z31,0.03083778716780704
n343059,P55099,0.030872992824381516
n264461,P11531,0.030927543135490565
n265007,Q99NB9,0.03097217782390701
n267141,Q8R1B4,0.030977969471486122
n275106,P11531,0.03098307426917436
n278473,P11531,0.03098444658170634
n294316,P97433,0.031077876529793366
n276401,P11531,0.031154803155107637
n283662,Q8R1B4,0.03116668443499243
n291161,P55099,0.031178164571277936
n343059,Q6PDM2,0.031305995108210215
n268366,Q8R1B4,0.03135028130932558
n423451,Q91Z31,0.031376772676638694
n414453,P11531,0.03151252031219928
n423898,Q91Z31,0.03167965975521502
n289723,P11531,0.031917633730214445
n286089,P11531,0.03208238945864567
n289723,P55099,0.032189327942014054
n422898,P11531,0.03224935604698124
n277358,P08775,0.03226997217992082
n413910,Q8R1B4,0.03230386309204125
n278473,P55099,0.03241105280953274
n416644,P08775,0.03249249652530632
n283662,Q99NB9,0.032493143209090095
n297626,P11531,0.03254256433691417
n420521,P11531,0.03255844876683785
n423862,Q91Z31,0.03271600399945413
n422222,Q91Z31,0.032718329783622935
n285298,P11531,0.03277644746361184
n276401,P55099,0.03293974945505086
n284251,P55099,0.03297878761223753
n294316,P08775,0.03301943752040772
n343059,Q9D883,0.0330672286793833
n266910,P11531,0.03310691834726479
n265007,P97433,0.03313796340774962
n294316,Q8R1B4,0.03318374247817076
n294330,P11531,0.03334825395687771
n422923,P97480,0.033537338108347484
n284251,P11531,0.03353864667031087
n417921,P08775,0.0337152390494916
n283662,P97433,0.03372869932476927
n266286,Q8K4Z5,0.03376961507282709
n417921,P97433,0.03380441458647915
n275712,P11531,0.034066879001528355
n274266,Q62241,0.03407895362400418
n423095,Q61656,0.03409148283378976
n414322,Q8R1B4,0.03413251884248536
n275106,P55099,0.03416603849821262
n423451,P97480,0.03425483948417437
n416644,Q8R1B4,0.03428131760771818
n290445,P11531,0.034288647348920155
n267141,Q99NB9,0.03432405130371474
n418868,Q91Z31,0.03440493598976051
n279279,P11531,0.034410151620159556
n423451,Q61164,0.03442635330145277
n279029,P11531,0.03445973069614236
n417452,Q8K4Z5,0.03449840438321615
n291161,Q62241,0.03450352912971393
n5789,Q91Z31,0.03455792558774589
n271462,Q62241,0.0345659656371083
n416644,P97433,0.03459379501947798
n281603,P11531,0.034638708818720776
n416644,Q99NB9,0.034700568819211366
n413674,P97433,0.03476111990643055
n343687,P55099,0.034871955172677306
n276276,P11531,0.03492221921340107
n423095,P97480,0.03497032853614017
n417921,Q99NB9,0.035050490056381126
n286094,P11531,0.035167372587228456
n413674,P08775,0.03538196149434825
n285298,P55099,0.03543786462568127
n423077,Q61164,0.0357560179162693
n415254,P11531,0.03576178253528629
n275106,Q6PDM2,0.03581309492469931
n267386,Q99NB9,0.03601362932829647
n423095,Q61164,0.036060475802361096
n422923,P97767,0.03623198040791165
n422824,Q61656,0.0362431968263068
n343363,Q99NB9,0.036276154638033076
n283662,P08775,0.03629179810397434
n413910,P08775,0.036350830966358896
n266286,O08688,0.03648821788705119
n423898,P97480,0.036623505079196976
n423538,Q91Z31,0.03667943838195363
n279029,P55099,0.03668587808418701
n268366,Q99NB9,0.03678089654808739
n264461,Q62241,0.036789670272718525
n343059,P63163,0.03681410317076469
n272576,Q62241,0.03684671962995929
n283842,P11531,0.036869418934338496
n285761,P97433,0.03687845437346193
n423451,P97499,0.036888009493249635
n422815,P11531,0.0369095319967916
n423451,P97767,0.03694948178373854
n422923,Q61656,0.03695409642501504
n343059,Q62348,0.03698880428729977
n422898,Q62241,0.03700656939409147
n2110,Q61164,0.03701142146783192
n422923,Q61164,0.03702461071626099
n414322,P97433,0.03707828361277124
n423277,P97480,0.037083269478079744
n282401,Q8R1B4,0.03711475886553868
n343687,Q9CQI7,0.037146904550994286
n267278,P11531,0.03717255295024187
n277358,Q99NB9,0.037192341038168576
n413819,Q91Z31,0.03727838267650176
n343059,O35295,0.03738421408467993
n420689,P11531,0.037421243090208015
n2110,P97480,0.03742771608368522
n422923,Q9Z191,0.03742981613962045
n423837,Q62376,0.037468596162733195
n296903,P11531,0.0374899215438688
n422824,Q61164,0.03749830272141818
n415906,Q61164,0.03751157760725815
n267278,P55099,0.037521327914606536
n423898,Q61164,0.03753303613227716
n297630,P11531,0.03754963945526282
n415292,P97433,0.037572267236618
n414322,Q99NB9,0.037609584858864425
n290625,Q8K4Z5,0.037630731937249
n2156,Q61656,0.0376535641338192
n423095,P97767,0.037664970835704345
n343059,Q9CQI7,0.0376904157505593
n423898,Q61656,0.03770959541038142
n277358,Q8R1B4,0.037765839186783605
n2156,Q61164,0.037799853420329925
n277224,P11531,0.037839374113255095
n276276,Q62241,0.038022367015742756
n423277,Q61164,0.03804972906927434
n414631,Q61656,0.038116570747531116
n423451,Q9Z191,0.03814731751544734
n423451,Q61656,0.03822920438751677
n415292,P08775,0.03825242964734637
n423451,P19785,0.03829822912334333
n423074,Q91Z31,0.03834474867065333
n291161,Q9D883,0.03836573363837407
n343059,P42669,0.03839862563474254
n265007,Q8K4Z5,0.038445366944594356
n422824,P97480,0.038501690745077824
n423077,P97480,0.038514771456195605
n268366,P97433,0.03856301630618128
n413675,P11531,0.038568661666390426
n285761,P08775,0.03860855366829667
n284734,P11531,0.038696121372331756
n413798,P97480,0.03870745376604847
n280380,P11531,0.03874058395908407
n265990,P11531,0.03879147631216901
n423277,Q61656,0.03885474729619065
n423095,Q9Z191,0.038862806567413144
n290625,P97499,0.039003349739844644
n294316,Q99NB9,0.03902205703438924
n415906,P97480,0.039032341233880934
n423077,Q61656,0.03905775275235355
n290625,O08688,0.03915478075613676
n420680,P11531,0.039182146928075236
n343687,Q9D883,0.03926211621812847
n414175,P11531,0.03929303643324906
n2110,Q61656,0.039296620432112
n415292,Q8R1B4,0.03930528800618461
n423898,P97767,0.03931814737876115
n424058,P08775,0.039383355714347715
n414631,Q61164,0.03939052067704081
n423077,P19785,0.03962789373815986
n266910,P55099,0.039629591043054024
n290634,P11531,0.03965185072785493
n422222,Q61164,0.03965834503057178
n294814,Q8R1B4,0.039677513162517476
n284251,Q62241,0.03968469559988132
n423277,P97767,0.039777911777643914
n267357,P11531,0.039858394538852385
n423095,P19785,0.03993235162425166
n283662,Q8K4Z5,0.03996633232977744
n282629,Q8R1B4,0.040038685555766076
n343796,Q9JKF1,0.04007810327606489
n292646,P11531,0.040103818278041006
n2110,P97767,0.04012235838324939
n282401,P08775,0.040150271972107646
n422898,P55099,0.040195844520712086
n295587,P11531,0.04025573164922813
n343363,O08688,0.040262288020099644
n5789,P97480,0.040265333573507645
n282401,Q99NB9,0.04027773515036692
n423450,Q9JKF1,0.04027868313254435
n266286,Q91WM3,0.040311811758415986
n343687,O35295,0.040343366981203055
n414322,P08775,0.04036239810206205
n412091,P11531,0.040407288538316564
n417452,P97499,0.04042696480434767
n291161,P97440,0.040434858952242
n413674,Q99NB9,0.04048858341923489
n423898,Q9Z191,0.04051598311046995
n283842,P55099,0.040535031663844576
n279029,Q62241,0.040600720650570035
n413798,Q61656,0.040762515113551216
n415906,Q61656,0.04078010696281775
n415292,Q99NB9,0.040822461887304595
n343687,Q62241,0.040856323418637264
n2110,P19785,0.04088329728972248
n292032,P11531,0.0408903297845321
n422923,P19785,0.04089648653815155
n5789,Q61656,0.040929609967084814
n423277,Q9Z191,0.04097574750935271
n277818,P11531,0.04100336321933141
n422896,P11531,0.04103234819572843
n417452,O08688,0.04106151326401611
n266910,Q62241,0.041061717178147085
n413798,Q61164,0.04111563006421465
n418868,Q61164,0.0411184905772925
n282401,P97433,0.04112135373563851
n422824,P97767,0.04119633304464199
n291135,P11531,0.041206324240217265
n423077,P97767,0.041209413755759775
n275106,P97440,0.04127758898831235
n265149,P11531,0.04130945918810569
n2110,Q9Z191,0.041320194114958186
n275106,Q9D883,0.04135360756530876
n283842,Q62241,0.041360722403523266
n422824,P19785,0.041370178543308746
n415906,P19785,0.04138345342914872
n265007,O08688,0.04138455505282917
n413798,P97767,0.04140209606561264
n423898,P19785,0.04140491195416772
n343687,Q6PDM2,0.04141164345513288
n5789,Q61164,0.04143923897694125
n286094,Q62241,0.04149719155942426
n275712,P55099,0.04150951518725235
n272999,Q62241,0.041548725477524806
n291161,Q6PDM2,0.04158369019859032
n278473,Q62241,0.0415956992669272
n420858,P11531,0.04165278714201894
n2156,P19785,0.041671729242220484
n415906,P97767,0.0417269835334451
n423074,Q61164,0.041735855428723434
n343059,Q91WM3,0.041741239327542645
n267141,Q8K4Z5,0.04179724042440208
n289723,Q62241,0.04185220703286234
n423277,P19785,0.04192160489116491
n413910,Q99NB9,0.041936439300249706
n268434,P11531,0.0420153235122505
n424058,P97433,0.04207971028546064
n413674,O08688,0.0421735210853819
n416644,Q8K4Z5,0.04217375793989871
n275712,Q62241,0.0421867885493099
n267386,O08688,0.04220486290951937
n266286,O08848,0.04226114348819687
n276401,Q62241,0.04230151011144582
n266286,P97499,0.042303123829725675
n422824,Q9Z191,0.04239416877635079
n423077,Q9Z191,0.042407249487468573
n414631,P97480,0.04252998212663192
n422898,P97440,0.042543870766119235
n413798,Q9Z191,0.04259993179732144
n290625,Q5F2E7,0.04265207596602215
n342977,P08775,0.04265720144544005
n423538,Q61164,0.04271451277130263
n272576,P08775,0.04276298024138385
n423862,Q61164,0.042789353303565744
n277224,Q62241,0.04290739150674409
n415906,Q9Z191,0.0429248192651539
n267141,O08688,0.042926076221780254
n423277,P97499,0.04293080779824199
n5789,P97767,0.042959975873071814
n264065,Q62241,0.0429742861083835
n290625,Q91WM3,0.04297837462750155
n417452,O08848,0.042989932798585935
n266286,Q5F2E7,0.04306864714367625
n343687,Q62348,0.04308256787989776
n283662,O08688,0.04311479118528656
n290445,P55099,0.04312389062948062
n423095,Q9Z148,0.0432111812922848
n276276,P55099,0.043217446978617124
n2156,P97480,0.043254021450122374
n414631,P19785,0.04326239649893137
n412024,P11531,0.043264111784920595
n268366,O08688,0.04329838805961971
n275106,P42669,0.04330488473149575
n417452,Q5F2E7,0.043377629497244594
n266910,P97440,0.04340143306640279
n423450,Q9D600,0.043425148169419774
n285761,P55099,0.04347304575725382
n267386,Q8K4Z5,0.04348681844898382
n423451,Q9Z2D6,0.04348958211306815
n343363,Q5F2E7,0.04352932943658783
n422222,P19785,0.04353022085246234
n267141,P97499,0.04355563926672112
n274266,Q62348,0.043571153982880875
n423862,P97480,0.0436940142387674
n279279,Q62241,0.043709165758644766
n343059,Q62376,0.043726114696201746
n343363,Q8K4Z5,0.043749343758720416
n423862,Q61656,0.0437682631495986
n279029,Q9D883,0.043873447151283135
n271462,P08775,0.04396025491436592
n286094,P55099,0.04396921737317923
n277358,P97433,0.043988995794469216
n423538,Q61656,0.044013545778431945
n418868,P97480,0.04403807211993827
n343363,Q91WM3,0.04408588189146444
n422898,Q6PDM2,0.04408673046296785
n264581,Q8R1B4,0.04408713468857714
n422923,Q9Z148,0.04414668110768541
n5789,Q9Z191,0.04415781160478061
n413910,O08688,0.044251969842335384
n268366,Q8K4Z5,0.04425408566877473
n422222,Q61656,0.04429906211460037
n414362,Q9JKF1,0.0443358558378157
n275712,P97440,0.04436139372066635
n413819,Q61164,0.04438143720326068
n297172,P08775,0.04454885854597558
n264581,P97433,0.04455940330976069
n297172,P97433,0.04459215132469077
n279479,P11531,0.044642000372782306
n277358,Q8K4Z5,0.04466553015885592
n279279,P97440,0.04470466633929755
n279029,P97440,0.04475424541528035
n423077,Q9Z2D6,0.044819246727884676
n417452,Q91WM3,0.04488510713538091
n424058,P55099,0.04496913360421029
n413798,P19785,0.044987505886105214
n418868,P19785,0.04499036639918306
n272576,P97433,0.04499934969664912
n422824,P97499,0.045046983317814364
n423898,Q9Z148,0.04505714531285085
n414322,Q8K4Z5,0.045082773979551766
n422222,P97480,0.045101736821790486
n276276,Q6PDM2,0.045102528084619134
n423095,Q9Z2D6,0.04512370461397648
n294316,O08688,0.045131849228464894
n285298,Q62241,0.04520307851103421
n265007,Q91WM3,0.04520814892419396
n276276,P97440,0.04521673393253907
n414631,P97767,0.0452246244261961
n423538,P97480,0.04525964873950704
n274266,Q6PDM2,0.04526496851466176
n5789,P19785,0.04531111479883181
n415254,Q62241,0.04531680430060038
n414175,P55099,0.04532984156363191
n297172,P55099,0.04536650001568785
n286094,P97440,0.04546188730636645
n417921,Q8K4Z5,0.04548688888380218
n423837,P55099,0.04557277569093002
n266286,Q60795,0.04558826487025614
n423074,P19785,0.04560773125061399
n413910,P97433,0.045623486603811186
n343468,P97433,0.04571123698204814
n279279,P55099,0.04574879096667508
n267386,P97499,0.04579768486117163
n275106,Q62348,0.04585061373436444
n293443,Q8R1B4,0.04585656162619252
n2156,P97767,0.04594866374968655
n279850,P08775,0.04599392233521089
n413674,Q91WM3,0.0459971149567467
n267386,Q91WM3,0.046028456780884165
n415254,P97440,0.04605629725442428
n419550,P11531,0.04605754986752027
n2110,Q9Z2D6,0.0460746502794473
n414322,O08688,0.04608062559277949
n422923,Q9Z2D6,0.046087839527876366
n275106,P63163,0.046101058796897285
n290625,O08848,0.04612226035261879
n416644,O08688,0.04622942435801231
n274266,Q9CQI7,0.04632932455916858
n272576,P55099,0.04634200238920837
n423451,P61979,0.04635637652677484
n418868,Q61656,0.04636813174814686
n422824,P61979,0.046372372184086345
n423862,P97767,0.046388656538331574
n417921,O08688,0.046399971517360625
n265990,Q62241,0.0464055491563814
n414175,Q62241,0.04641958610979745
n291161,P42669,0.04642085673278112
n414631,Q9Z191,0.046422460157904896
n267386,Q5F2E7,0.04647167323401247
n295076,Q8R1B4,0.04648327612145009
n294316,Q8K4Z5,0.04649524615507658
n267141,Q5F2E7,0.04650104941287826
n291161,Q9CQI7,0.04652341613169325
n277818,Q62241,0.04654622614940281
n422824,Q9Z2D6,0.046561531533033565
n415906,Q9Z2D6,0.046574806418873536
n423538,P19785,0.046586388593193195
n281201,P08775,0.04658820732405007
n423898,Q9Z2D6,0.04659626494389254
n275833,P11531,0.04665040233558966
n423862,P19785,0.04666122912545631
n423451,O70372,0.04669373403363301
n418868,P97767,0.04673271441950244
n267141,Q91WM3,0.04674967009314505
n343687,P42669,0.04681084779728989
n266910,Q9D883,0.04681716011015016
n417452,Q60795,0.046858663109824034
n2156,Q9Z2D6,0.046863082231945304
n423074,P97480,0.04687974297518669
n265007,O08848,0.04693689535996414
n283662,Q91WM3,0.046938385056651356
n416250,P11531,0.04697567469576176
n413819,P97480,0.04706908611901678
n423277,P61979,0.04710338578385937
n423277,Q9Z2D6,0.047112957880889726
n268366,Q91WM3,0.047121981930984505
n2156,Q9Z191,0.04714649948139535
n283842,P97440,0.04716393365347649
n420521,Q62241,0.04716742919159992
